id,repo,pr_number,convo_start_id,reviewer_login,reviewer_role,review_category,feed_type,conf_score,comment_body,LOC,LOC_no_blank,token_init_comment,human_label,human_notes
40,membrane/api-gateway,2032,2247669092,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Testing,9.0,"_ Verification agent_

<details>
<summary> Analysis chain</summary>

**Verify the expected output matches the masking logic.**

Let me verify that the expected output `""_?U__Z___huv_D""` correctly represents the masking of the input string.

---

 Script executed:

```shell
#!/bin/bash
# Let's analyze the Unicode characters in the test input to verify the expected output
python3 << 'EOF'
input_str = ""\u00e6?\u0055\u00d6\u00ff\u005a\u00a9\u00ae\u00a7huv\u00a8D""
expected = ""_?U__Z___huv_D""

print(""Input analysis:"")
for i, c in enumerate(input_str):
    ascii_val = ord(c)
    is_printable = 32 <= ascii_val <= 126
    expected_char = c if is_printable else '_'
    print(f""Char {i}: '{c}' (U+{ascii_val:04X}) -> {'keep' if is_printable else 'mask'} -> '{expected_char}'"")

print(f""\nExpected result: {expected}"")
print(f""Generated result: {''.join(c if 32 <= ord(c) <= 126 else '_' for c in input_str)}"")
print(f""Match: {expected == ''.join(c if 32 <= ord(c) <= 126 else '_' for c in input_str)}"")
EOF
```

Length of output: 611

---



</details>

**Expected masking behavior is correct**

The generated output `_?U__Z___huv_D` matches the masking logic for non-printable characters.

Next steps to improve coverage and consistency in core/src/test/java/com/predic8/membrane/core/util/StringUtilTest.java:
- Add edge-case tests:
  - `testTruncateAfter_nullInput` (verify behavior when input is null)
  - `testTruncateAfter_emptyString` (verify behavior on `""""`)
- Standardize test method naming (e.g., use consistent camelCase):
  - `testTruncateAfterWithNonPrintableChars`
  - `testTruncateAfterOnlyPrintableChars`
  - `testTruncateAfterTruncateOnly`
  - `testTruncateAfterShorterThanMax`

<details>
<summary> Prompt for AI Agents</summary>

```
In core/src/test/java/com/predic8/membrane/core/util/StringUtilTest.java around
lines 34 to 38, add two new test methods named testTruncateAfterNullInput and
testTruncateAfterEmptyString to verify the behavior of StringUtil.truncateAfter
when the input is null and when it is an empty string, respectively. Also,
rename existing test methods to use consistent camelCase naming, such as
changing testTruncateAfter_withNonPrintableChars to
testTruncateAfterWithNonPrintableChars, and similarly update other test method
names for consistency.
```

</details>

<!-- fingerprinting:phantom:poseidon:panther -->

<!-- This is an auto-generated reply by CodeRabbit -->",9.0,12,639,Testing,
41,RediSearch/RediSearch,7004,2414936310,cursor[bot],Agent(cursor[bot]),Agent_Review_Human,Defects,9.0,"### Bug: Virtual Environment Activation Fails

<!-- **High Severity** -->

<!-- DESCRIPTION START -->
The workflow attempts to activate a Python virtual environment (`.venv/bin/activate` or `../../.venv/bin/activate`) in several steps, but the environment is never created, causing these steps to fail. Additionally, an `echo $PATH` debug statement appears to have been accidentally left in.
<!-- DESCRIPTION END -->

<!-- LOCATIONS START
.github/workflows/benchmark-flow.yml#L78-L85
LOCATIONS END -->
<a href=""https://cursor.com/open?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9DVVJTT1IiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OmY1ZjlmYWEzLTM4NzAtNDlmMC1iMzM1LTY4MTc4MjdjZGE2MCIsImVuY3J5cHRpb25LZXkiOiJkcHQxV0RQemUzeG1SbnBleUFUVUtoelM4ODZBbE1hdEpXYkVLcTdxME13IiwiYnJhbmNoIjoiZml4LWJlbmNobWFyay0yLjYifSwiaWF0IjoxNzU5OTU0NzUwLCJleHAiOjE3NjA1NTk1NTB9.H2oVV5fhg8Lxxs7PmHVX-veQqWBuxf4VX5-8sL4216DfPmyY3pVjg6w1z6MTltSolrxZMYk42paatFl9vTE88YAj8xWnoHKyGPN6G_nSsMGi8Dr_El6lt2jHYJZeAHnbjkXsQ7IozAgRWPhVmhcwqpmX6ug1VImPyI0V9PVaSnkYIuEyx_OY6jiFNNyy-uQ8ejsaGQoRE3rFAfUCC7_aXRVrUVl3lU6NwdR9ufSCf3wE-0zO7Og6LEFPzNahJxemsSq2F1W9_Ge3CYwxhb1nPaW5UFueORg29gCvPa76s7zTMajsDAKcdKwqBjX14Fz2v7tLOmuLqAeLNJgaBArkMg""><picture><source media=""(prefers-color-scheme: dark)"" srcset=""https://cursor.com/fix-in-cursor-dark.svg""><source media=""(prefers-color-scheme: light)"" srcset=""https://cursor.com/fix-in-cursor-light.svg""><img alt=""Fix in Cursor"" src=""https://cursor.com/fix-in-cursor.svg""></picture></a>&nbsp;<a href=""https://cursor.com/agents?data=eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCIsImtpZCI6ImJ1Z2JvdC12MSJ9.eyJ2ZXJzaW9uIjoxLCJ0eXBlIjoiQlVHQk9UX0ZJWF9JTl9XRUIiLCJkYXRhIjp7InJlZGlzS2V5IjoiYnVnYm90OmY1ZjlmYWEzLTM4NzAtNDlmMC1iMzM1LTY4MTc4MjdjZGE2MCIsImVuY3J5cHRpb25LZXkiOiJkcHQxV0RQemUzeG1SbnBleUFUVUtoelM4ODZBbE1hdEpXYkVLcTdxME13IiwiYnJhbmNoIjoiZml4LWJlbmNobWFyay0yLjYiLCJyZXBvT3duZXIiOiJSZWRpU2VhcmNoIiwicmVwb05hbWUiOiJSZWRpU2VhcmNoIiwicHJOdW1iZXIiOjcwMDQsImNvbW1pdFNoYSI6Ijc4MmFkYzdmZWVjYzM2ZDFmNTAzZTFkMjc4OTcxMDQ2ZTM0NTQ3YWMifSwiaWF0IjoxNzU5OTU0NzUwLCJleHAiOjE3NjA1NTk1NTB9.WREaKOzDdjB1EhHIopuIFOi9HqPXRh5cSfeJTdEbdsZdt-KEVKgrSFCvyXdFPBrBxQipESHfKESbNZy1ZJTKJ88fFDBL1p6oal_Ubk3AGYoFzKgi92utTgJeoFMoHNEMSCvzx6TgGSGEisBNCoEo5jZKpE1qMCXbyRwjGczpNxBnMuyLLfuNandFW5j-SseIxkGfr1tM-0XZFEDIbrgSOlcXnkmkDtvJ3NGc8KK2Abs9WqO0snlAC4eqlZrW0mTScrRh5rmj5idhqgEY8_46TsS4tJtefbscaBkeNtI6FPKEULBxgjidikeWFN9A0sOB3h7drIhUVs7NdH3eQO4R_Q""><picture><source media=""(prefers-color-scheme: dark)"" srcset=""https://cursor.com/fix-in-web-dark.svg""><source media=""(prefers-color-scheme: light)"" srcset=""https://cursor.com/fix-in-web-light.svg""><img alt=""Fix in Web"" src=""https://cursor.com/fix-in-web.svg""></picture></a>

",11.0,9,1427,Defects,
42,serverpod/serverpod,3913,2301730744,marcelomendoncasoares,Human(marcelomendoncasoares),Human_Review_Human,External Impact,9.0,"The problem with this approach is that it introduced a dependency of the migration package on the default package, which is not desired - new users should never have the migration package installed.

A possible approach to circumvent this is to expose an `onPasswordResetCallback` on the `EmailAccountConfig` - similar to the `sendRegistrationVerificationCode`. Then we can instruct on the docs that, when migrating, this parameter must be configured to call the `AuthBackwardsCompatibility.clearLegacyPassword`.",10.0,14,98,External Impact,
43,getsentry/sentry-cocoa,6518,2477485867,philipphofmann,Human(philipphofmann),Human_Review_Human,External Impact,8.0,`l`: Logs aren't experimental anymore with V9. We're close to merging the develop docs PR for logs for crashes https://github.com/getsentry/sentry-docs/pull/15274. Maybe we could link this PR already or create an issue for logs for crashes and link it here.,8.0,10,62,External Impact,
44,zephyrproject-rtos/zephyr,83601,1904820711,andyross,Human(andyross),Human_Review_Human,Knowledge Transfer,9.0,The API for this is `arch_current_cpu()` now; some platforms have optimized variants that don't require fetching the CPU pointer (which requires running in a non-migratable context).,,5,37,Knowledge Transfer,
45,Azure/azure-sdk-for-js,36079,2392324977,joheredi,Human(joheredi),Human_Review_Human,Knowledge Transfer,9.0,"```suggestion
| Capability                                  | AutoRest (`SimplePollerLike`) | TypeSpec (`PollerLike`) |
|---------------------------------------------|-------------------------------|-------------------------|
| Return final results                        | `pollUntilDone()`             | `pollUntilDone()`       |
| Poll                                        | `poll()`                      | `poll()`                |
| Observe progress                            | `onProgress()`                | `onProgress()`          |
| Check completion                            | `getOperationState().isCompleted`/`isDone()` | `isDone`               |
| Stop / check stopped                        | `stopPolling()` / `isStopped()` | N/A                   |
| Read current state                          | `getOperationState()`         | `operationState`        |
| Access final result                         | `getResult()`                 | `result`                |
| Serialize poller state                      | `toString()`                  | `serialize()`           |
| Await initial submission                    | N/A                           | `submitted()`           |

> **Note:** `getOperationState(): TState` becomes the property `operationState?: TState`. Guard for `undefined` before access:
```",86.0,21,233,Knowledge Transfer,
46,Azure/azure-sdk-for-js,34442,2096370112,deyaaeldeen,Human(deyaaeldeen),Human_Review_Human,Code Improvement,9.0,It is more efficient to use a map data structure mapping from function name to function definition to do the lookup,9.0,10,21,Code Improvement,
47,wso2/carbon-apimgt,13342,2315670651,dushaniw,Human(dushaniw),Human_Review_Human,Code Improvement,9.0,remove unwanted whitespacees,59.0,9,4,Code Improvement,
48,rustdesk/rustdesk,12911,2348301940,Copilot,Agent(Copilot),Agent_Review_Human,Defects,9.0,"The removed import `'package:flutter/material.dart'` is still needed as the file uses Flutter widgets and types like `RxBool` which depends on Flutter's reactive framework.
```suggestion
import 'package:get/get.dart';
import 'package:flutter/material.dart';
```",4.0,9,53,Defects,
49,dotnet/runtime,118761,2278467581,Copilot,Agent(Copilot),Agent_Review_Human,External Impact,8.0,The removal of the `typeName` parameter from the TypeLoadException constructor may break API compatibility or result in less detailed exception information for debugging purposes.,6.0,9,29,Defect Detection,
50,OneKeyHQ/app-monorepo,8685,2483269775,coderabbitai[bot],Agent(coderabbitai[bot]),Agent_Review_Human,Defects,9.0,"_️ Potential issue_ | _ Critical_

<details>
<summary> Analysis chain</summary>

**Double-check the `desktopApiProxy` reference**

Same concern here: `desktopApiProxy` is used without an import. Please confirm there is a global declaration or pull in the module so desktop builds stay green.

---

 Script executed:

```shell
#!/bin/bash
rg -n ""declare[^\\n]*desktopApiProxy"" -g""*.d.ts""
```

Length of output: 0

---

 Script executed:

```shell
#!/bin/bash
# Check the imports and context around lines 20-22
head -30 packages/shared/src/storage/AppleKeyChainStorage/AppleKeyChainStorage.ts
```

Length of output: 776

---

 Script executed:

```shell
#!/bin/bash
# Search for where desktopApiProxy is imported or defined
rg -n ""desktopApiProxy"" packages/shared/src/storage/AppleKeyChainStorage/ -B2 -A2
```

Length of output: 532

---

 Script executed:

```shell
#!/bin/bash
# Search across the codebase for desktopApiProxy imports or definitions
rg -n ""import.*desktopApiProxy|export.*desktopApiProxy|const desktopApiProxy"" --type=ts -A1 -B1
```

Length of output: 766

---

 Script executed:

```shell
#!/bin/bash
# Check if desktopApiProxy is injected globally (globalThis, window, etc)
rg -n ""globalThis|window\[|global\."" packages/shared/src/storage/AppleKeyChainStorage/ -A3 -B3
```

Length of output: 0

---

 Script executed:

```shell
#!/bin/bash
# Search for any global desktopApiProxy setup in shared package
rg -n ""desktopApiProxy"" packages/shared/ -B2 -A2
```

Length of output: 16471

---



</details>

**Add missing `globalThis` reference to `desktopApiProxy`**

The code uses bare `desktopApiProxy` without an import. Other files in `packages/shared/` correctly reference it as `globalThis.desktopApiProxy` or `globalThis?.desktopApiProxy`. Update line 21 to match this pattern:

```
return globalThis.desktopApiProxy?.keychain;
```

or with null-safety:

```
return globalThis?.desktopApiProxy?.keychain;
```

Note: `AppleCloudKitStorage.ts` (line 22) and `check-biometric-auth-changed/index.desktop.ts` (line 4) have the same issue.

<details>
<summary> Prompt for AI Agents</summary>

```
packages/shared/src/storage/AppleKeyChainStorage/AppleKeyChainStorage.ts lines
20-22: the code references bare desktopApiProxy without an import; update the
return to use the globalThis reference with null-safety (e.g., use
globalThis?.desktopApiProxy?.keychain or at minimum
globalThis.desktopApiProxy?.keychain) so it matches other files and avoids
undefined globals; apply the same pattern to the similar occurrences in
AppleCloudKitStorage.ts (around line 22) and
check-biometric-auth-changed/index.desktop.ts (around line 4).
```

</details>

<!-- fingerprinting:phantom:medusa:sabertoothed -->

<!-- This is an auto-generated comment by CodeRabbit -->",22.0,11,711,Defects,
